Gemeinden in Deutschland nach Fläche und Bevölkerung am 31.12.1990 (Jahr) zum Gebietsstand 01.01.1991 ;;;;;;;;;;;;
;;;;;;;;;;;;
Satz-art;;Gemeindeschlüssel;;;;;Gemeindename;Fläche in km2;Bevölkerung;;;
;;Land;RB;Kreis;;Gem;;;insgesamt;männlich;weiblich;je km2
;;Gebietsstand am 01.01.1991;;;;;;am 31.12.1990 (Jahr);;;;
;;;;;;;;;;;;
60;;12;0;42;;50;Alt Zeschdorf;18,65;763;371;392;41
60;;12;0;42;;60;Bleyen;11,09;285;146;139;26
60;;12;0;42;;80;Buschdorf;2,26;162;71;91;72
60;;12;0;42;;90;Carzig;4,43;59;25;34;13
60;;12;0;42;;100;Diedersdorf;18,75;398;193;205;21
60;;12;0;42;;110;Döbberin;8,93;171;86;85;19
60;;12;0;42;;120;Dolgelin;14,39;556;285;271;39
60;;12;0;42;;130;Falkenhagen;27,32;917;437;480;34
60;;12;0;42;;140;Friedersdorf;10,74;277;150;127;26
60;;12;0;42;;150;Friedrichsaue;8,09;169;90;79;21
60;;12;0;42;;160;Genschmar;18,92;377;189;188;20
60;;12;0;42;;170;Gieshof-Zelliner Loose;14,98;218;111;107;15
60;;12;0;42;;180;Golzow;17,21; 1 232;610;622;72
60;;12;0;42;;190;Gorgast;19,79;937;453;484;47
60;;12;0;42;;200;Groß Neuendorf;12,87;511;235;276;40
60;;12;0;42;;210;Gusow;24,2; 1 008;493;515;42
60;;12;0;42;;220;Hathenow;4,74;107;50;57;23
60;;12;0;42;;230;Jahnsfelde;12,21;269;127;142;22
60;;12;0;42;;240;Kiehnwerder;4,73;143;74;69;30
60;;12;0;42;;250;Kienitz;23,35;686;349;337;29
60;;12;0;42;;260;Kietz;13,42; 1 015;499;516;76
60;;12;0;42;;270;Klein Neuendorf;3,54;95;49;46;27
60;;12;0;42;;280;Lebus, Stadt;27,24; 1 754;898;856;64
60;;12;0;42;;290;Letschin;39,56; 2 435; 1 201; 1 234;62
60;;12;0;42;;300;Libbenichen;9,62;331;170;161;34
60;;12;0;42;;310;Lietzen;29,17;721;362;359;25
60;;12;0;42;;320;Mallnow;12,89;358;181;177;28
60;;12;0;42;;330;Manschnow;12,76; 1 658;799;859;130
60;;12;0;42;;340;Marxdorf;11,93;179;95;84;15
60;;12;0;42;;350;Neuhardenberg;31,06; 3 682; 1 838; 1 844;119
60;;12;0;42;;360;Neubarnim;8,37;327;156;171;39
60;;12;0;42;;370;Neu Mahlisch;1,33;63;30;33;47
60;;12;0;42;;390;Neutrebbin;13,52; 1 150;538;612;85
60;;12;0;42;;400;Niederjesar;9,74;264;146;118;27
60;;12;0;42;;410;Ortwig;12,75;437;211;226;34
60;;12;0;42;;420;Petershagen;12,5;324;155;169;26
60;;12;0;42;;430;Platkow;11,16;595;290;305;53
60;;12;0;42;;440;Podelzig;25,04;920;464;456;37
60;;12;0;42;;450;Quappendorf;9,11;145;74;71;16
60;;12;0;42;;460;Rathstock;7,91;297;144;153;38
60;;12;0;42;;470;Reitwein;23,8;510;239;271;21
60;;12;0;42;;480;Sachsendorf;14,65;507;243;264;35
60;;12;0;42;;490;Schönfließ;7,9;149;74;75;19
60;;12;0;42;;500;Seelow, Stadt;25,28; 5 499; 2 660; 2 839;218
60;;12;0;42;;510;Sietzing;3,82;216;101;115;57
60;;12;0;42;;530;Sophienthal;4,26;213;106;107;50
60;;12;0;42;;540;Steintoch;13;806;395;411;62
60;;12;0;42;;550;Trebnitz;10,46;527;258;269;50
60;;12;0;42;;560;Treplin;11,35;289;144;145;25
60;;12;0;42;;570;Werbig;17,11;734;351;383;43
60;;12;0;42;;590;Worin;30,7;769;375;394;25
60;;12;0;42;;610;Wulkow b. Booßen;5,94;162;68;94;27
60;;12;0;42;;620;Wulkow b. Trebnitz;13,27;250;126;124;19
60;;12;0;42;;630;Wuschewier;5,57;204;105;99;37
60;;12;0;42;;640;Zechin;17,37;569;276;293;33
40;;12;0;43;;;Senftenberg;;;;;
60;;12;0;43;;10;Allmosen;4,88;110;50;60;23
60;;12;0;43;;20;Annahütte;6,46; 1 509;702;807;234
60;;12;0;43;;40;Bahnsdorf;17,48;380;186;194;22
60;;12;0;43;;60;Brieske;8,34; 2 431; 1 142; 1 289;291
60;;12;0;43;;80;Drochow;5,33;290;155;135;54
60;;12;0;43;;110;Freienhufen;11,63;922;458;464;79
60;;12;0;43;;120;Großkmehlen;13,74; 1 423;674;749;104
60;;12;0;43;;130;Großkoschen;15,69; 1 017;505;512;65
60;;12;0;43;;140;Großräschen, Stadt;30,44; 12 496; 6 234; 6 262;411
60;;12;0;43;;150;Grünewald;13,44;738;363;375;55
60;;12;0;43;;160;Grünewalde;14,69; 1 461;719;742;99
60;;12;0;43;;170;Guteborn;16,65;662;325;337;40
60;;12;0;43;;180;Hermsdorf b. Ruhland;21,36;730;333;397;34
60;;12;0;43;;190;Hörlitz;11,44; 1 065;567;498;93
60;;12;0;43;;200;Hohenbocka;15,59; 1 099;512;587;70
60;;12;0;43;;210;Hosena;13,09; 2 206; 1 078; 1 128;169
60;;12;0;43;;220;Jannowitz;11,46;315;158;157;27
60;;12;0;43;;260;Klettwitz;17,58; 1 177;555;622;67
60;;12;0;43;;270;Kostebrau;18,54;698;326;372;38
60;;12;0;43;;280;Kroppen;15,15;840;416;424;55
60;;12;0;43;;290;Lauchhammer, Stadt;55,19; 22 450; 10 877; 11 573;407
60;;12;0;43;;310;Lindenau;11,14;874;434;440;78
60;;12;0;43;;320;Meuro;11,71;433;208;225;37
60;;12;0;43;;330;Niemtsch;2,58;194;87;107;75
60;;12;0;43;;340;Ortrand, Stadt;7,34; 2 844; 1 325; 1 519;387
60;;12;0;43;;350;Peickwitz;11,18;410;203;207;37
60;;12;0;43;;380;Ruhland, Stadt;37,12; 4 300; 2 065; 2 235;116
60;;12;0;43;;390;Saalhausen;7,96;258;136;122;32
60;;12;0;43;;410;Schipkau;14,25; 5 302; 2 609; 2 693;372
60;;12;0;43;;420;Schwarzbach;15,79;725;345;380;46
60;;12;0;43;;430;Schwarzheide N.L., Stadt;33,2; 8 913; 4 638; 4 275;268
60;;12;0;43;;440;Sedlitz;30,78;974;471;503;32
60;;12;0;43;;450;Senftenberg, Stadt;58,61; 29 451; 14 089; 15 362;502
60;;12;0;43;;470;Tettau;29,58; 1 886;922;964;64
40;;12;0;44;;;Spremberg;;;;;
60;;12;0;44;;10;Bagenz;9,92;249;127;122;25
60;;12;0;44;;20;Bloischdorf;4,82;210;100;110;44
60;;12;0;44;;30;Bohsdorf;8,19;605;308;297;74
60;;12;0;44;;50;Drieschnitz-Kahsel;10,65;359;169;190;34
60;;12;0;44;;60;Friedrichshain;5,18; 1 036;506;530;200
60;;12;0;44;;70;Graustein;11,58;592;278;314;51
60;;12;0;44;;90;Groß Luja;7,79;229;106;123;29
60;;12;0;44;;100;Haidemühl;15,02;812;403;409;54
60;;12;0;44;;110;Hornow;13,33;466;223;243;35
60;;12;0;44;;120;Jämlitz;23,76;384;186;198;16
60;;12;0;44;;150;Kausche;10,49;431;214;217;41
60;;12;0;44;;170;Klein Düben;4,85;129;63;66;27
60;;12;0;44;;180;Klein Loitz;6,68;271;127;144;41
60;;12;0;44;;190;Lieskau;5,29;220;101;119;42
60;;12;0;44;;200;Proschim;13,51;281;137;144;21
60;;12;0;44;;230;Reuthen;10,44;273;122;151;26
60;;12;0;44;;260;Schwarze Pumpe;13,74; 2 684; 1 396; 1 288;195
60;;12;0;44;;270;Sellessen;22,62;671;292;379;30
60;;12;0;44;;280;Spremberg, Stadt;113,35; 24 217; 11 685; 12 532;214
60;;12;0;44;;310;Tschernitz;7,61; 1 528;739;789;201
60;;12;0;44;;320;Türkendorf;5,64;155;79;76;27
60;;12;0;44;;330;Wadelsdorf;7,91;238;114;124;30
60;;12;0;44;;340;Welzow, Stadt;10,83; 5 268; 2 529; 2 739;486
60;;12;0;44;;350;Wolfshain;5,62;428;195;233;76
40;;12;0;45;;;Strausberg;;;;;
60;;12;0;45;;10;Altlandsberg, Stadt;41,56; 2 701; 1 303; 1 398;65
60;;12;0;45;;20;Batzlow;10,06;203;107;96;20
60;;12;0;45;;30;Bollersdorf;14,06;534;289;245;38
60;;12;0;45;;40;Bruchmühle;2,48;875;412;463;353
60;;12;0;45;;50;Buchholz;7,52;159;69;90;21
60;;12;0;45;;60;Buckow/ Märk. Schweiz, Stadt;14,31; 1 963;916; 1 047;137
60;;12;0;45;;70;Dahlwitz-Hoppegarten;14,75; 3 846; 1 850; 1 996;261
60;;12;0;45;;80;Eggersdorf b. Müncheberg;11,73;296;150;146;25
60;;12;0;45;;90;Eggersdorf b. Strausberg;6; 3 075; 1 464; 1 611;513
60;;12;0;45;;100;Fredersdorf;9,59; 5 588; 2 768; 2 820;583
60;;12;0;45;;110;Garzau;12;244;129;115;20
60;;12;0;45;;120;Garzin;14,07;196;100;96;14
60;;12;0;45;;130;Gielsdorf;31,28;493;253;240;16
60;;12;0;45;;140;Grunow;12,16;314;165;149;26
60;;12;0;45;;150;Hennickendorf;10,95; 3 329; 1 638; 1 691;304
60;;12;0;45;;160;Hermersdorf-Obersdorf;36,65;689;332;357;19
60;;12;0;45;;170;Herzfelde;13,45; 1 967;956; 1 011;146
60;;12;0;45;;180;Hönow;15,03; 2 195; 1 073; 1 122;146
60;;12;0;45;;190;Hohenstein;15,97;391;188;203;24
60;;12;0;45;;200;Hoppegarten b. Müncheberg;8,36;258;131;127;31
60;;12;0;45;;210;Ihlow;11,74;195;100;95;17
60;;12;0;45;;220;Klosterdorf;14,61;399;203;196;27
60;;12;0;45;;230;Lichtenow;7,84;386;187;199;49
60;;12;0;45;;240;Müncheberg, Stadt;72,74; 4 949; 2 420; 2 529;68
60;;12;0;45;;250;Münchehofe b. Dahlwitz-Hoppegarten;3,72;235;112;123;63
60;;12;0;45;;260;Neuenhagen b. Berlin;18,74; 11 242; 5 434; 5 808;600
60;;12;0;45;;280;Petershagen;11,2; 5 316; 2 582; 2 734;475
60;;12;0;45;;290;Prötzel;62,22;804;405;399;13
60;;12;0;45;;300;Rehfelde;16,44; 2 191; 1 091; 1 100;133
60;;12;0;45;;310;Reichenberg;10,28;367;181;186;36
60;;12;0;45;;320;Reichenow;16,97;455;212;243;27
60;;12;0;45;;330;Ringenwalde;13,88;147;71;76;11
60;;12;0;45;;340;Strausberg, Stadt;52,16; 28 523; 13 992; 14 531;547
60;;12;0;45;;350;Vogelsdorf;6,76; 1 299;639;660;192
60;;12;0;45;;360;Waldsieversdorf;15,43; 1 058;536;522;69
60;;12;0;45;;370;Wegendorf;11,62;301;150;151;26
60;;12;0;45;;380;Werder;15,14;372;188;184;25
60;;12;0;45;;390;Wesendahl;11,75;275;126;149;23
60;;12;0;45;;400;Zinndorf;14,2;294;138;156;21
40;;12;0;46;;;Templin;;;;;
60;;12;0;46;;20;Beenz;8,95;158;78;80;18
60;;12;0;46;;30;Berkholz;8,33;139;75;64;17
60;;12;0;46;;40;Beutel;16,64;163;81;82;10
60;;12;0;46;;50;Boitzenburg;24,32; 1 510;745;765;62
60;;12;0;46;;60;Buchenhain;22,95;375;205;170;16
60;;12;0;46;;90;Densow;34,22;308;161;147;9
60;;12;0;46;;100;Flieth;16,68;372;189;183;22
60;;12;0;46;;110;Friedenfelde;9,61;100;57;43;10
60;;12;0;46;;120;Funkenhagen;36,23;333;163;170;9
60;;12;0;46;;130;Gandenitz;24,55;289;132;157;12
60;;12;0;46;;140;Gerswalde;27,75; 1 225;617;608;44
60;;12;0;46;;160;Gollin;14,58;156;77;79;11
60;;12;0;46;;170;Groß Dölln;39,15;454;222;232;12
60;;12;0;46;;180;Groß Fredenwalde;24,9;368;183;185;15
60;;12;0;46;;190;Groß Kölpin;8,85;114;61;53;13
60;;12;0;46;;200;Grunewald;9,6;259;125;134;27
60;;12;0;46;;210;Hammelspring;15,75;442;216;226;28
60;;12;0;46;;220;Hardenbeck;28,78;582;298;284;20
60;;12;0;46;;230;Haßleben;21,44; 1 011;489;522;47
60;;12;0;46;;240;Herzfelde;13,27;330;156;174;25
60;;12;0;46;;260;Jakobshagen;11,47;242;114;128;21
60;;12;0;46;;270;Kaakstedt;26,46;371;184;187;14
60;;12;0;46;;280;Klaushagen;15,03;268;126;142;18
60;;12;0;46;;290;Klosterwalde;23,18;455;222;233;20
60;;12;0;46;;300;Krohnhorst;8,07;122;70;52;15
60;;12;0;46;;320;Lychen, Stadt;72,22; 3 545; 1 698; 1 847;49
60;;12;0;46;;340;Milmersdorf;58,59; 2 460; 1 239; 1 221;42
60;;12;0;46;;350;Mittenwalde;22,86;555;272;283;24
60;;12;0;46;;360;Petznick;19,03;265;131;134;14
60;;12;0;46;;390;Ringenwalde;48,96;467;239;228;10
60;;12;0;46;;400;Röddelin;20,02;421;206;215;21
60;;12;0;46;;410;Retzow;10,77;260;123;137;24
60;;12;0;46;;420;Rutenberg;18,58;158;81;77;9
60;;12;0;46;;430;Stegelitz;29,91;439;212;227;15
60;;12;0;46;;440;Storkow;14,34;438;223;215;31
60;;12;0;46;;450;Temmen;14,22;371;183;188;26
60;;12;0;46;;460;Templin, Stadt;90,39; 14 367; 6 983; 7 384;159
60;;12;0;46;;480;Vietmannsdorf;37,63;443;211;232;12
60;;12;0;46;;490;Warthe;33,43;337;166;171;10
60;;12;0;46;;500;Wichmannsdorf;14,02;429;221;208;31
40;;12;0;47;;;Wittstock;;;;;
60;;12;0;47;;10;Babitz;10,22;143;77;66;14
60;;12;0;47;;20;Berlinchen;17,11;276;130;146;16
60;;12;0;47;;30;Biesen;15,08;448;220;228;30
60;;12;0;47;;40;Blandikow;17,33;318;148;170;18
60;;12;0;47;;50;Blesendorf;16,6;288;138;150;17
60;;12;0;47;;60;Christdorf;10,25;211;103;108;21
60;;12;0;47;;70;Dossow;14,25;469;224;245;33
60;;12;0;47;;80;Dranse;16,74;370;185;185;22
60;;12;0;47;;100;Fretzdorf;27,73;355;170;185;13
60;;12;0;47;;110;Freyenstein, Stadt;34,16; 1 331;636;695;39
60;;12;0;47;;120;Gadow;60,63;274;133;141;5
60;;12;0;47;;140;Goldbeck;7,16;143;68;75;20
60;;12;0;47;;150;Groß Haßlow;15,4;287;148;139;19
60;;12;0;47;;160;Heiligengrabe;24,68; 1 011;441;570;41
60;;12;0;47;;170;Herzsprung;8,6;321;161;160;37
60;;12;0;47;;180;Jabel;6,65;206;94;112;31
60;;12;0;47;;190;Königsberg;17,38;291;142;149;17
60;;12;0;47;;200;Liebenthal;8,29;223;116;107;27
60;;12;0;47;;210;Maulbeerwalde;11,98;290;148;142;24
60;;12;0;47;;220;Niemerlang;10,58;290;140;150;27
60;;12;0;47;;230;Papenbruch;17,31;307;160;147;18
60;;12;0;47;;240;Rossow;29,95;199;100;99;7
60;;12;0;47;;250;Schweinrich;19,44;203;103;100;10
60;;12;0;47;;260;Sewekow;15,44;165;73;92;11
60;;12;0;47;;270;Wernikow;6,83;212;112;100;31
60;;12;0;47;;280;Wittstock, Stadt;71,63; 13 822; 6 651; 7 171;193
60;;12;0;47;;290;Wulfersdorf;18,98;519;264;255;27
60;;12;0;47;;300;Zaatzke;21,09;599;302;297;28
60;;12;0;47;;310;Zempow;9,1;117;64;53;13
60;;12;0;47;;320;Zootzen;13,34;130;61;69;10
40;;12;0;48;;;Zossen;;;;;
60;;12;0;48;;10;Ahrensdorf;7,62;377;195;182;49
60;;12;0;48;;30;Baruth, Stadt;18,72; 1 886;917;969;101
60;;12;0;48;;40;Blankenfelde;12,26; 7 834; 3 820; 4 014;639
60;;12;0;48;;50;Christinendorf;8,73;244;124;120;28
60;;12;0;48;;70;Dahlewitz;10,33; 1 706;833;873;165
60;;12;0;48;;80;Diedersdorf;11;291;140;151;26
60;;12;0;48;;90;Dornswalde;23,05;174;77;97;8
60;;12;0;48;;110;Gadsdorf;6,2;158;80;78;25
60;;12;0;48;;120;Genshagen;15,19;397;204;193;26
60;;12;0;48;;130;Glienick;21,24;816;398;418;38
60;;12;0;48;;140;Gröben;16,42;394;203;191;24
60;;12;0;48;;150;Großbeeren;24,15; 2 451; 1 179; 1 272;101
60;;12;0;48;;160;Großbeuthen;10,24;204;101;103;20
60;;12;0;48;;170;Groß Kienitz;6,19;127;62;65;21
60;;12;0;48;;180;Großmachnow;16,63;651;313;338;39
60;;12;0;48;;190;Groß Schulzendorf;12,12;394;189;205;33
60;;12;0;48;;200;Groß Ziescht;27,9;243;126;117;9
60;;12;0;48;;210;Horstfelde;8,38;348;182;166;42
60;;12;0;48;;220;Horstwalde;19,62;155;74;81;8
60;;12;0;48;;230;Jühnsdorf;11,18;178;86;92;16
60;;12;0;48;;250;Kallinchen;12,15;456;217;239;38
60;;12;0;48;;260;Kerzendorf;9;202;94;108;22
60;;12;0;48;;270;Klasdorf;25,15;288;140;148;11
60;;12;0;48;;280;Klausdorf;10,14; 1 422;694;728;140
60;;12;0;48;;310;Kummersdorf, Gut;22,4;481;239;242;21
60;;12;0;48;;320;Kummersdorf-Alexanderdorf;6,85;606;271;335;88
60;;12;0;48;;330;Lindenbrück;25,34;369;183;186;15
60;;12;0;48;;340;Löwenbruch;10,98;297;139;158;27
60;;12;0;48;;350;Ludwigsfelde, Stadt;13,45; 21 665; 10 877; 10 788;1 611
60;;12;0;48;;360;Märkisch Wilmersdorf;8,15;217;111;106;27
60;;12;0;48;;370;Mahlow;14,91; 4 774; 2 327; 2 447;320
60;;12;0;48;;380;Mellensee;7,89; 1 138;548;590;144
60;;12;0;48;;400;Mückendorf;18,02;358;178;180;20
60;;12;0;48;;410;Nächst Neuendorf;4,98;375;174;201;75
60;;12;0;48;;430;Nunsdorf;8,58;336;177;159;39
60;;12;0;48;;440;Osdorf;16,71;424;210;214;25
60;;12;0;48;;450;Paplitz;18,17;338;167;171;19
60;;12;0;48;;460;Radeland;19,5;178;86;92;9
60;;12;0;48;;470;Rangsdorf;17,08; 5 243; 2 512; 2 731;307
60;;12;0;48;;480;Rehagen;9,59;643;306;337;67
60;;12;0;48;;490;Saalow;8,89; 1 259;541;718;142
60;;12;0;48;;510;Schöbendorf;15,83;208;102;106;13
60;;12;0;48;;520;Schöneiche;14,47;585;278;307;40
60;;12;0;48;;530;Schünow;8,14;214;105;109;26
60;;12;0;48;;540;Siethen;14,49;470;235;235;32
60;;12;0;48;;550;Sperenberg;32,44; 1 906;944;962;59
60;;12;0;48;;560;Telz;10,81;337;158;179;31
60;;12;0;48;;570;Thyrow;8,22;644;319;325;78
60;;12;0;48;;580;Wietstock;10;281;142;139;28
60;;12;0;48;;590;Wünsdorf;47,47; 2 706; 1 325; 1 381;57
60;;12;0;48;;610;Zossen, Stadt;28,58; 6 042; 2 881; 3 161;211
10;;13;;;;;Mecklenburg-Vorpommern;;;;;
40;;13;0;1;;;Greifswald, Stadt;;;;;
60;;13;0;1;;0;Greifswald, Stadt;50,18; 66 251; 32 006; 34 245;1 320
40;;13;0;2;;;Neubrandenburg, Stadt;;;;;
60;;13;0;2;;0;Neubrandenburg, Stadt;85,64; 89 284; 43 862; 45 422;1 043
40;;13;0;3;;;Rostock, Stadt;;;;;
60;;13;0;3;;0;Rostock, Stadt;180,65; 248 088; 120 398; 127 690;1 373
40;;13;0;4;;;Schwerin, Stadt;;;;;
60;;13;0;4;;0;Schwerin, Stadt;129,99; 127 447; 60 849; 66 598;980
40;;13;0;5;;;Stralsund, Stadt;;;;;
60;;13;0;5;;0;Stralsund, Stadt;38,67; 72 780; 35 071; 37 709;1 882
40;;13;0;6;;;Wismar, Stadt;;;;;
60;;13;0;6;;0;Wismar, Stadt;41,1; 55 509; 26 800; 28 709;1 351
40;;13;0;11;;;Altentreptow;;;;;
60;;13;0;11;;10;Altenhagen;11,05;359;174;185;32
60;;13;0;11;;20;Altentreptow, Stadt;52,82; 7 819; 3 757; 4 062;148
60;;13;0;11;;30;Bartow;25,04;697;350;347;28
60;;13;0;11;;40;Breesen;15,65;531;257;274;34
60;;13;0;11;;50;Breest;9,38;249;118;131;27
60;;13;0;11;;70;Gnevkow;17,28;464;208;256;27
60;;13;0;11;;80;Golchen;17,1;381;191;190;22
60;;13;0;11;;90;Grapzow;23,32;550;271;279;24
60;;13;0;11;;100;Grischow;14,94;342;175;167;23
60;;13;0;11;;110;Groß Teetzleben;10,94;721;356;365;66
60;;13;0;11;;120;Gültz;21,67;933;430;503;43
60;;13;0;11;;150;Knorrendorf;23,66;757;388;369;32
60;;13;0;11;;170;Kriesow;28,52;361;174;187;13
60;;13;0;11;;200;Mölln;20,09;836;410;426;42
60;;13;0;11;;210;Pinnow;29,68;129;62;67;4
60;;13;0;11;;220;Pripsleben;8,91;328;159;169;37
60;;13;0;11;;230;Reinberg;10,04;325;161;164;32
60;;13;0;11;;240;Röckwitz;6,66;336;166;170;50
60;;13;0;11;;260;Rosenow;14,76; 1 154;557;597;78
60;;13;0;11;;270;Siedenbollentin;31,12;797;385;412;26
60;;13;0;11;;280;Tützpatz;18,84;871;419;452;46
60;;13;0;11;;290;Burow;21,61; 1 387;713;674;64
60;;13;0;11;;300;Werder;30;755;387;368;25
60;;13;0;11;;310;Wildberg;22,37;717;350;367;32
60;;13;0;11;;320;Wolde;15,85;466;229;237;29
40;;13;0;12;;;Anklam;;;;;
60;;13;0;12;;20;Anklam, Stadt;41,28; 18 989; 9 173; 9 816;460
60;;13;0;12;;30;Bargischow;21,04;441;207;234;21
60;;13;0;12;;40;Blesewitz;12,65;336;166;170;27
60;;13;0;12;;50;Boldekow;14,06;430;212;218;31
60;;13;0;12;;60;Bugewitz;58,79;360;174;186;6
60;;13;0;12;;70;Butzow;12,82;381;203;178;30
60;;13;0;12;;80;Drewelow;7,45;149;60;89;20
60;;13;0;12;;90;Ducherow;23,57; 2 547; 1 230; 1 317;108
60;;13;0;12;;100;Groß Polzin;29,33;639;298;341;22
60;;13;0;12;;120;Iven;15,76;272;131;141;17
60;;13;0;12;;130;Japenzin;12,71;296;138;158;23
60;;13;0;12;;140;Klein Bünzow;34,78;934;462;472;27
60;;13;0;12;;150;Krien;21,82; 1 119;529;590;51
60;;13;0;12;;160;Krusenfelde;12,55;214;98;116;17
60;;13;0;12;;170;Liepen;18;395;195;200;22
60;;13;0;12;;180;Löwitz;22,51;348;175;173;15
60;;13;0;12;;190;Medow;18,75;515;250;265;27
60;;13;0;12;;200;Murchin;45,63;917;460;457;20
60;;13;0;12;;210;Neetzow;15,67;654;315;339;42
60;;13;0;12;;220;Nerdin;10,16;219;106;113;22
60;;13;0;12;;230;Neuendorf B;13,79;228;105;123;17
60;;13;0;12;;240;Neuenkirchen;15,66;352;172;180;22
60;;13;0;12;;250;Neu Kosenow;24,89;622;312;310;25
60;;13;0;12;;260;Pelsin;14,92;395;198;197;26
60;;13;0;12;;270;Postlow;14,71;470;211;259;32
60;;13;0;12;;280;Putzar;17,42;283;139;144;16
60;;13;0;12;;290;Rathebur;9,14;196;91;105;21
60;;13;0;12;;310;Rossin;12,62;184;99;85;15
60;;13;0;12;;320;Rubkow;35,03;843;417;426;24
60;;13;0;12;;340;Sarnow;23,22;570;292;278;25
60;;13;0;12;;350;Schmatzin;17,65;454;219;235;26
60;;13;0;12;;360;Schwerinsburg;8,16;176;80;96;22
60;;13;0;12;;370;Spantekow;36,47; 1 192;573;619;33
60;;13;0;12;;380;Steinmocker;9,52;160;77;83;17
60;;13;0;12;;390;Stolpe;17,67;468;239;229;26
60;;13;0;12;;430;Ziethen;18,25;518;266;252;28
60;;13;0;12;;440;Zinzow;16,85;293;149;144;17
40;;13;0;13;;;Bad Doberan;;;;;
60;;13;0;13;;10;Admannshagen-Bargeshagen;15,67;780;390;390;50
60;;13;0;13;;20;Alt Bukow;15,13;619;307;312;41
60;;13;0;13;;30;Altenhagen;11,21;296;145;151;26
60;;13;0;13;;40;Bad Doberan, Stadt;32,68; 12 119; 5 802; 6 317;371
60;;13;0;13;;50;Bartenshagen-Parkentin;15,19;833;393;440;55
60;;13;0;13;;60;Bastorf;24,4; 1 025;527;498;42
60;;13;0;13;;70;Biendorf;21,09;757;364;393;36
60;;13;0;13;;80;Bölkow;27,12; 1 117;558;559;41
60;;13;0;13;;110;Hanstorf;18,87;652;331;321;35
60;;13;0;13;;120;Heiligenhagen;7,4;391;194;197;53
60;;13;0;13;;130;Hohenfelde;9,42;447;221;226;47
60;;13;0;13;;140;Jennewitz;19,7;495;258;237;25
60;;13;0;13;;150;Jörnstorf;8,96;242;133;109;27
60;;13;0;13;;160;Kamin;11,68;293;146;147;25
60;;13;0;13;;170;Karin;14,76;301;147;154;20
60;;13;0;13;;180;Kirch Mulsow;14,5;364;169;195;25
60;;13;0;13;;190;Krempin;6,02;190;102;88;32
60;;13;0;13;;200;Kröpelin, Stadt;26,84; 4 431; 2 175; 2 256;165
60;;13;0;13;;210;Kühlungsborn, Ostseebad, Stadt;15,95; 7 864; 3 696; 4 168;493
60;;13;0;13;;220;Neubukow, Stadt;24,91; 5 018; 2 418; 2 600;201
60;;13;0;13;;230;Nienhagen, Ostseebad;5,9;677;336;341;115
60;;13;0;13;;240;Pepelow;6,75;231;111;120;34
60;;13;0;13;;250;Radegast;19,94;517;267;250;26
60;;13;0;13;;260;Rakow;8,7;281;134;147;32
60;;13;0;13;;270;Ravensberg;5,36;355;171;184;66
60;;13;0;13;;280;Reddelich;9,13;522;262;260;57
60;;13;0;13;;290;Reinshagen;11,04;295;153;142;27
60;;13;0;13;;300;Rerik, Ostseebad, Stadt;23,08; 2 042;993; 1 049;88
60;;13;0;13;;310;Börgerende-Rethwisch;15,01;868;434;434;58
60;;13;0;13;;320;Retschow;18,88;585;304;281;31
60;;13;0;13;;330;Roggow;10,33;259;128;131;25
60;;13;0;13;;340;Satow;35,07; 2 060; 1 020; 1 040;59
60;;13;0;13;;350;Schmadebeck;9,5;261;127;134;27
60;;13;0;13;;360;Steffenshagen;9,32;345;174;171;37
60;;13;0;13;;370;Westenbrügge;10,82;279;132;147;26
60;;13;0;13;;380;Wittenbeck;9,94;398;207;191;40
40;;13;0;14;;;Bützow;;;;;
60;;13;0;14;;10;Bandow;9,18;184;90;94;20
60;;13;0;14;;20;Baumgarten;21,1;556;276;280;26
60;;13;0;14;;30;Benitz;9,49;202;108;94;21
60;;13;0;14;;40;Bernitt;13,83;641;309;332;46
60;;13;0;14;;50;Boitin;12,81;184;87;97;14
60;;13;0;14;;60;Bröbberow;14,35;307;156;151;21
60;;13;0;14;;70;Bützow, Stadt;33,49; 10 368; 4 896; 5 472;310
60;;13;0;14;;80;Dreetz;11,99;235;121;114;20
60;;13;0;14;;90;Gnemern;7,1;108;61;47;15
60;;13;0;14;;100;Göllin;17,99;326;162;164;18
60;;13;0;14;;110;Jürgenshagen;22,8;667;320;347;29
60;;13;0;14;;120;Kassow;14,33;450;208;242;31
60;;13;0;14;;130;Katelbogen;7,87;170;75;95;22
60;;13;0;14;;140;Klein Belitz;20,25;533;260;273;26
60;;13;0;14;;150;Klein Sien;12,28;361;181;180;29
60;;13;0;14;;160;Kurzen Trechow;15,67;394;197;197;25
60;;13;0;14;;170;Lübzin;9,36;219;111;108;23
60;;13;0;14;;180;Moisall;10,33;304;152;152;29
60;;13;0;14;;200;Neuendorf;4,79;120;59;61;25
60;;13;0;14;;210;Penzin;6,04;149;73;76;25
60;;13;0;14;;220;Qualitz;9,81;265;134;131;27
60;;13;0;14;;230;Rosenow;6,51;106;47;59;16
60;;13;0;14;;240;Rühn;14,4;661;365;296;46
60;;13;0;14;;250;Rukieten;12,34;263;128;135;21
60;;13;0;14;;260;Schlemmin;9,43;155;74;81;16
60;;13;0;14;;270;Schwaan, Stadt;28,46; 5 540; 2 631; 2 909;195
60;;13;0;14;;280;Selow;18,65;577;287;290;31
