Gemeinden in Deutschland nach Fläche, Bevölkerung und Postleitzahl am 31.12.2015 (Jahr);;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
Satz-art;Text-kenn-zeichen;Regionalschlüssel (RS);;;;;Gemeindename;"Fläche km2
am 31.12.2015 (Jahr) 1)";Bevölkerung;;;;Post-leit-zahl 2);Geografische Mittelpunktkoordinaten;;Reisegebiete;;Grad der Verstädterung;;
;;Land;RB;Kreis;VB;Gem;;;insgesamt;männlich;weiblich;je km2;;Längengrad;Breitengrad;Schlüssel;Bezeichnung;Schlüssel;Bezeichnung;
;;Gebietsstand am 31.12.2015 (Jahr), Fläche im Juli 2017 revidiert  ;;;;;;;"am 31.12.2015 (Jahr) 
auf Grundlage des Zensus 2011";;;;;Zuordnungsstand am 31.12.2014 (Jahr);;;;;;
;;;;;;;;;;;;;;;;;;;;
60;64;01;0;53;5318;020;Büchen;16,85; 5 686; 2 787; 2 899;  337;21514;10,616482;53,480926;F04;übrig. Schleswig-Holstein;03;gering besiedelt;
60;64;01;0;53;5318;029;Fitzen;9,11;  349;  182;  167;  38;21514;10,64667;53,493942;F04;übrig. Schleswig-Holstein;03;gering besiedelt;
60;64;01;0;53;5318;035;Göttin;5,21;  62;  32;  30;  12;21514;10,70332;53,533922;F04;übrig. Schleswig-Holstein;03;gering besiedelt;
60;64;01;0;53;5318;046;Gudow;42,26; 1 613;  807;  806;  38;23899;10,77219;53,555336;F04;übrig. Schleswig-Holstein;03;gering besiedelt;
60;64;01;0;53;5318;048;Güster;7,78; 1 261;  635;  626;  162;21514;10,680583;53,53952;F04;übrig. Schleswig-Holstein;03;gering besiedelt;
60;64;01;0;53;5318;064;Klein Pampau;4,17;  645;  328;  317;  155;21514;10,586656;53,512681;F04;übrig. Schleswig-Holstein;03;gering besiedelt;
60;64;01;0;53;5318;080;Langenlehsten;23,37;  163;  82;  81;  7;21514;10,740373;53,499816;F04;übrig. Schleswig-Holstein;03;gering besiedelt;
60;64;01;0;53;5318;092;Müssen;11,46; 1 117;  554;  563;  97;21516;10,562042;53,494949;F04;übrig. Schleswig-Holstein;03;gering besiedelt;
60;64;01;0;53;5318;104;Roseburg;16,23;  518;  259;  259;  32;21514;10,625016;53,531303;F04;übrig. Schleswig-Holstein;03;gering besiedelt;
60;64;01;0;53;5318;115;Schulendorf;11,39;  454;  233;  221;  40;21516;10,561815;53,47331;F04;übrig. Schleswig-Holstein;03;gering besiedelt;
60;64;01;0;53;5318;119;Siebeneichen;4,68;  243;  119;  124;  52;21514;10,618693;53,510828;F04;übrig. Schleswig-Holstein;03;gering besiedelt;
60;64;01;0;53;5318;126;Tramm;6,75;  362;  183;  179;  54;21516;10,614693;53,563231;F04;übrig. Schleswig-Holstein;03;gering besiedelt;
60;64;01;0;53;5318;132;Witzeeze;10,46;  885;  399;  486;  85;21514;10,610144;53,452652;F04;übrig. Schleswig-Holstein;03;gering besiedelt;
50;51;01;0;53;5323;;Hohe Elbgeest;;  ;  ;  ;;;;;;;;;
60;64;01;0;53;5323;003;Aumühle;3,48; 3 156; 1 485; 1 671;  907;21521;10,31337;53,528449;F04;übrig. Schleswig-Holstein;02;mittlere Besiedlungsdichte;
60;64;01;0;53;5323;012;Börnsen;8,42; 4 431; 2 212; 2 219;  526;21039;10,285512;53,476625;F04;übrig. Schleswig-Holstein;02;mittlere Besiedlungsdichte;
60;64;01;0;53;5323;023;Dassendorf;7,95; 3 255; 1 634; 1 621;  409;21521;10,372665;53,488608;F04;übrig. Schleswig-Holstein;03;gering besiedelt;
60;64;01;0;53;5323;028;Escheburg;8,91; 3 431; 1 719; 1 712;  385;21039;10,309429;53,46713;F04;übrig. Schleswig-Holstein;02;mittlere Besiedlungsdichte;
60;64;01;0;53;5323;050;Hamwarde;6,68;  843;  411;  432;  126;21502;10,421397;53,452847;F04;übrig. Schleswig-Holstein;03;gering besiedelt;
60;64;01;0;53;5323;053;Hohenhorn;6,93;  526;  281;  245;  76;21526;10,367641;53,475564;F04;übrig. Schleswig-Holstein;03;gering besiedelt;
60;64;01;0;53;5323;072;Kröppelshagen-Fahrendorf;8,37; 1 270;  643;  627;  152;21529;10,315197;53,488589;F04;übrig. Schleswig-Holstein;03;gering besiedelt;
60;64;01;0;53;5323;131;Wiershop;5,15;  192;  104;  88;  37;21502;10,451895;53,442501;F04;übrig. Schleswig-Holstein;03;gering besiedelt;
60;64;01;0;53;5323;133;Wohltorf;5,97; 2 410; 1 191; 1 219;  404;21521;10,291254;53,517253;F04;übrig. Schleswig-Holstein;02;mittlere Besiedlungsdichte;
60;64;01;0;53;5323;135;Worth;6,07;  168;  83;  85;  28;21502;10,409895;53,467424;F04;übrig. Schleswig-Holstein;03;gering besiedelt;
50;51;01;0;53;5343;;Lütau;;  ;  ;  ;;;;;;;;;
60;64;01;0;53;5343;006;Basedow;7,47;  651;  333;  318;  87;21483;10,583592;53,416151;F04;übrig. Schleswig-Holstein;03;gering besiedelt;
60;64;01;0;53;5343;019;Buchhorst;5,19;  164;  81;  83;  32;21481;10,568335;53,384993;F04;übrig. Schleswig-Holstein;03;gering besiedelt;
60;64;01;0;53;5343;022;Dalldorf;6,05;  372;  193;  179;  61;21483;10,610809;53,435819;F04;übrig. Schleswig-Holstein;03;gering besiedelt;
60;64;01;0;53;5343;058;Juliusburg;6,04;  176;  82;  94;  29;21483;10,506484;53,41715;F04;übrig. Schleswig-Holstein;03;gering besiedelt;
60;64;01;0;53;5343;073;Krüzen;8,25;  368;  170;  198;  45;21483;10,527113;53,401518;F04;übrig. Schleswig-Holstein;03;gering besiedelt;
60;64;01;0;53;5343;074;Krukow;7,94;  148;  74;  74;  19;21483;10,478187;53,418864;F04;übrig. Schleswig-Holstein;03;gering besiedelt;
60;64;01;0;53;5343;082;Lanze;9,05;  280;  145;  135;  31;21483;10,604387;53,386341;F04;übrig. Schleswig-Holstein;03;gering besiedelt;
60;64;01;0;53;5343;087;Lütau;11,24;  691;  352;  339;  61;21483;10,545404;53,435861;F04;übrig. Schleswig-Holstein;03;gering besiedelt;
60;64;01;0;53;5343;111;Schnakenbek;13,02;  853;  411;  442;  66;21481;10,50018;53,385426;F04;übrig. Schleswig-Holstein;03;gering besiedelt;
60;64;01;0;53;5343;128;Wangelau;6,52;  211;  105;  106;  32;21483;10,546476;53,453654;F04;übrig. Schleswig-Holstein;03;gering besiedelt;
50;51;01;0;53;5358;;Lauenburgische Seen;;  ;  ;  ;;;;;;;;;
60;64;01;0;53;5358;001;Albsfelde;4,18;  76;  38;  38;  18;23909;10,694451;53,679957;F04;übrig. Schleswig-Holstein;03;gering besiedelt;
60;64;01;0;53;5358;004;Bäk;4,30;  881;  418;  463;  205;23909;10,787081;53,716345;F04;übrig. Schleswig-Holstein;03;gering besiedelt;
60;64;01;0;53;5358;016;Brunsmark;4,29;  154;  78;  76;  36;23883;10,750236;53,617106;F04;übrig. Schleswig-Holstein;03;gering besiedelt;
60;64;01;0;53;5358;018;Buchholz;2,93;  235;  119;  116;  80;23911;10,745377;53,731393;F04;übrig. Schleswig-Holstein;03;gering besiedelt;
60;64;01;0;53;5358;026;Einhaus;2,53;  391;  192;  199;  155;23911;10,725697;53,714136;F04;übrig. Schleswig-Holstein;03;gering besiedelt;
60;64;01;0;53;5358;030;Fredeburg;10,09;  42;  22;  20;  4;23909;10,72758;53,674357;F04;übrig. Schleswig-Holstein;03;gering besiedelt;
60;64;01;0;53;5358;033;Giesensdorf;2,73;  153;  69;  84;  56;23909;10,713651;53,688273;F04;übrig. Schleswig-Holstein;03;gering besiedelt;
60;64;01;0;53;5358;040;Groß Disnack;5,99;  79;  42;  37;  13;23911;10,69059;53,741974;F04;übrig. Schleswig-Holstein;03;gering besiedelt;
60;64;01;0;53;5358;041;Groß Grönau;4,90; 3 692; 1 804; 1 888;  753;23627;10,750476;53,801387;F04;übrig. Schleswig-Holstein;02;mittlere Besiedlungsdichte;
60;64;01;0;53;5358;043;Groß Sarau;17,08;  961;  468;  493;  56;23627;10,737505;53,771586;F04;übrig. Schleswig-Holstein;03;gering besiedelt;
60;64;01;0;53;5358;051;Harmsdorf;3,57;  308;  154;  154;  86;23911;10,725868;53,700407;F04;übrig. Schleswig-Holstein;03;gering besiedelt;
60;64;01;0;53;5358;054;Hollenbek;7,21;  432;  228;  204;  60;23883;10,819161;53,592192;F04;übrig. Schleswig-Holstein;03;gering besiedelt;
60;64;01;0;53;5358;057;Horst;11,93;  211;  105;  106;  18;23883;10,771156;53,625103;F04;übrig. Schleswig-Holstein;03;gering besiedelt;
60;64;01;0;53;5358;062;Kittlitz;17,73;  241;  131;  110;  14;23911;10,918869;53,664235;F04;übrig. Schleswig-Holstein;03;gering besiedelt;
60;64;01;0;53;5358;066;Klein Zecher;9,11;  250;  120;  130;  27;23883;10,872803;53,577413;F04;übrig. Schleswig-Holstein;03;gering besiedelt;
60;64;01;0;53;5358;078;Kulpin;6,07;  212;  106;  106;  35;23911;10,695812;53,71009;F04;übrig. Schleswig-Holstein;03;gering besiedelt;
60;64;01;0;53;5358;088;Mechow;4,43;  114;  59;  55;  26;23909;10,801815;53,717556;F04;übrig. Schleswig-Holstein;03;gering besiedelt;
60;64;01;0;53;5358;093;Mustin;11,88;  761;  369;  392;  64;23911;10,886235;53,68453;F04;übrig. Schleswig-Holstein;03;gering besiedelt;
60;64;01;0;53;5358;098;Pogeez;4,51;  416;  205;  211;  92;23911;10,729435;53,750929;F04;übrig. Schleswig-Holstein;03;gering besiedelt;
60;64;01;0;53;5358;102;Römnitz;5,15;  55;  33;  22;  11;23909;10,769068;53,710716;F04;übrig. Schleswig-Holstein;03;gering besiedelt;
60;64;01;0;53;5358;107;Salem;25,11;  594;  295;  299;  24;23911;10,827965;53,656396;F04;übrig. Schleswig-Holstein;03;gering besiedelt;
60;64;01;0;53;5358;110;Schmilau;11,55;  548;  281;  267;  47;23911;10,755985;53,664589;F04;übrig. Schleswig-Holstein;03;gering besiedelt;
60;64;01;0;53;5358;117;Seedorf;27,89;  512;  261;  251;  18;23883;10,866843;53,619223;F04;übrig. Schleswig-Holstein;03;gering besiedelt;
60;64;01;0;53;5358;123;Sterley;21,39;  921;  465;  456;  43;23883;10,817794;53,620149;F04;übrig. Schleswig-Holstein;03;gering besiedelt;
60;64;01;0;53;5358;136;Ziethen;11,18;  990;  488;  502;  89;23911;10,809322;53,693695;F04;übrig. Schleswig-Holstein;02;mittlere Besiedlungsdichte;
50;51;01;0;53;5373;;Schwarzenbek-Land;;  ;  ;  ;;;;;;;;;
60;64;01;0;53;5373;007;Basthorst;10,82;  415;  212;  203;  38;21493;10,47139;53,576616;F04;übrig. Schleswig-Holstein;03;gering besiedelt;
60;64;01;0;53;5373;017;Brunstorf;13,76;  632;  318;  314;  46;21524;10,425938;53,491563;F04;übrig. Schleswig-Holstein;03;gering besiedelt;
60;64;01;0;53;5373;021;Dahmker;2,04;  150;  82;  68;  74;22946;10,444516;53,587821;F04;übrig. Schleswig-Holstein;03;gering besiedelt;
60;64;01;0;53;5373;027;Elmenhorst;12,99;  868;  446;  422;  67;21493;10,537551;53,544876;F04;übrig. Schleswig-Holstein;03;gering besiedelt;
60;64;01;0;53;5373;031;Fuhlenhagen;5,74;  348;  181;  167;  61;21493;10,526645;53,573031;F04;übrig. Schleswig-Holstein;03;gering besiedelt;
60;64;01;0;53;5373;036;Grabau;4,10;  328;  160;  168;  80;21493;10,519825;53,513609;F04;übrig. Schleswig-Holstein;02;mittlere Besiedlungsdichte;
60;64;01;0;53;5373;042;Groß Pampau;4,32;  153;  77;  76;  35;21493;10,560301;53,521808;F04;übrig. Schleswig-Holstein;03;gering besiedelt;
60;64;01;0;53;5373;045;Grove;5,28;  239;  120;  119;  45;21493;10,492067;53,528123;F04;übrig. Schleswig-Holstein;03;gering besiedelt;
60;64;01;0;53;5373;047;Gülzow;17,07; 1 255;  649;  606;  74;21483;10,490939;53,442249;F04;übrig. Schleswig-Holstein;03;gering besiedelt;
60;64;01;0;53;5373;049;Hamfelde;3,47;  479;  222;  257;  138;22929;10,44893;53,597194;F04;übrig. Schleswig-Holstein;03;gering besiedelt;
60;64;01;0;53;5373;052;Havekost;5,91;  178;  88;  90;  30;21493;10,472892;53,539891;F04;übrig. Schleswig-Holstein;03;gering besiedelt;
60;64;01;0;53;5373;059;Kankelau;4,21;  206;  102;  104;  49;21514;10,56832;53,549311;F04;übrig. Schleswig-Holstein;03;gering besiedelt;
60;64;01;0;53;5373;060;Kasseburg;7,89;  592;  295;  297;  75;22929;10,415259;53,567317;F04;übrig. Schleswig-Holstein;03;gering besiedelt;
60;64;01;0;53;5373;070;Köthel;1,52;  270;  139;  131;  178;22929;10,510002;53,606936;F04;übrig. Schleswig-Holstein;03;gering besiedelt;
60;64;01;0;53;5373;071;Kollow;8,21;  598;  288;  310;  73;21527;10,458799;53,463155;F04;übrig. Schleswig-Holstein;03;gering besiedelt;
60;64;01;0;53;5373;076;Kuddewörde;7,34; 1 383;  675;  708;  188;22958;10,401901;53,587291;F04;übrig. Schleswig-Holstein;03;gering besiedelt;
60;64;01;0;53;5373;089;Möhnsen;7,48;  545;  280;  265;  73;21493;10,469197;53,559974;F04;übrig. Schleswig-Holstein;03;gering besiedelt;
60;64;01;0;53;5373;091;Mühlenrade;3,74;  173;  82;  91;  46;21493;10,48775;53,595838;F04;übrig. Schleswig-Holstein;03;gering besiedelt;
60;64;01;0;53;5373;106;Sahms;5,94;  389;  193;  196;  65;21493;10,532723;53,525807;F04;übrig. Schleswig-Holstein;03;gering besiedelt;
50;51;01;0;53;5391;;Sandesneben-Nusse;;  ;  ;  ;;;;;;;;;
60;64;01;0;53;5391;025;Duvensee;12,40;  556;  263;  293;  45;23898;10,568;53,693065;F04;übrig. Schleswig-Holstein;03;gering besiedelt;
60;64;01;0;53;5391;038;Grinau;2,74;  300;  157;  143;  109;23847;10,549747;53,775531;F04;übrig. Schleswig-Holstein;03;gering besiedelt;
60;64;01;0;53;5391;039;Groß Boden;2,70;  202;  105;  97;  75;23847;10,452871;53,752713;F04;übrig. Schleswig-Holstein;03;gering besiedelt;
60;64;01;0;53;5391;044;Groß Schenkenberg;6,52;  558;  268;  290;  86;23860;10,56488;53,793492;F04;übrig. Schleswig-Holstein;03;gering besiedelt;
60;64;01;0;53;5391;068;Klinkrade;7,40;  598;  284;  314;  81;23898;10,55033;53,716092;F04;übrig. Schleswig-Holstein;03;gering besiedelt;
60;64;01;0;53;5391;069;Koberg;11,98;  749;  380;  369;  63;23881;10,52596;53,639594;F04;übrig. Schleswig-Holstein;03;gering besiedelt;
60;64;01;0;53;5391;077;Kühsen;7,28;  375;  187;  188;  52;23898;10,615824;53,682661;F04;übrig. Schleswig-Holstein;03;gering besiedelt;
60;64;01;0;53;5391;079;Labenz;5,75;  850;  427;  423;  148;23898;10,524596;53,708352;F04;übrig. Schleswig-Holstein;03;gering besiedelt;
60;64;01;0;53;5391;081;Lankau;19,12;  472;  241;  231;  25;23881;10,665092;53,668023;F04;übrig. Schleswig-Holstein;03;gering besiedelt;
60;64;01;0;53;5391;085;Linau;9,66; 1 198;  627;  571;  124;22959;10,46755;53,643933;F04;übrig. Schleswig-Holstein;03;gering besiedelt;
60;64;01;0;53;5391;086;Lüchow;4,62;  298;  156;  142;  65;23898;10,529518;53,690744;F04;übrig. Schleswig-Holstein;03;gering besiedelt;
60;64;01;0;53;5391;096;Nusse;6,22; 1 072;  523;  549;  172;23896;10,575979;53,65908;F04;übrig. Schleswig-Holstein;03;gering besiedelt;
60;64;01;0;53;5391;097;Panten;13,83;  633;  311;  322;  46;23896;10,61977;53,664571;F04;übrig. Schleswig-Holstein;03;gering besiedelt;
60;64;01;0;53;5391;099;Poggensee;5,44;  349;  173;  176;  64;23896;10,579621;53,640461;F04;übrig. Schleswig-Holstein;03;gering besiedelt;
60;64;01;0;53;5391;101;Ritzerau;11,11;  281;  143;  138;  25;23896;10,567545;53,663003;F04;übrig. Schleswig-Holstein;03;gering besiedelt;
60;64;01;0;53;5391;108;Sandesneben;6,13; 1 792;  898;  894;  292;23898;10,497042;53,687957;F04;übrig. Schleswig-Holstein;03;gering besiedelt;
60;64;01;0;53;5391;109;Schiphorst;8,15;  632;  306;  326;  78;23847;10,461627;53,708361;F04;übrig. Schleswig-Holstein;03;gering besiedelt;
60;64;01;0;53;5391;112;Schönberg;14,77; 1 376;  698;  678;  93;22929;10,433054;53,677154;F04;übrig. Schleswig-Holstein;03;gering besiedelt;
60;64;01;0;53;5391;114;Schürensöhlen;2,75;  159;  80;  79;  58;23847;10,47204;53,763455;F04;übrig. Schleswig-Holstein;03;gering besiedelt;
60;64;01;0;53;5391;118;Siebenbäumen;8,82;  621;  328;  293;  70;23847;10,525162;53,749557;F04;übrig. Schleswig-Holstein;03;gering besiedelt;
60;64;01;0;53;5391;121;Sirksfelde;8,63;  325;  169;  156;  38;23898;10,509773;53,665339;F04;übrig. Schleswig-Holstein;03;gering besiedelt;
60;64;01;0;53;5391;122;Steinhorst;16,28;  585;  292;  293;  36;23847;10,483141;53,720135;F04;übrig. Schleswig-Holstein;03;gering besiedelt;
60;64;01;0;53;5391;124;Stubben;5,32;  375;  182;  193;  70;23847;10,43068;53,732928;F04;übrig. Schleswig-Holstein;03;gering besiedelt;
60;64;01;0;53;5391;127;Walksfelde;3,51;  216;  112;  104;  62;23896;10,575101;53,631901;F04;übrig. Schleswig-Holstein;03;gering besiedelt;
60;64;01;0;53;5391;130;Wentorf (Amt Sandesneben);4,99;  741;  367;  374;  148;23898;10,474911;53,67663;F04;übrig. Schleswig-Holstein;03;gering besiedelt;
50;50;01;0;53;9105;;Sachsenwald (Forstgutsbez.),gemfr.Geb.;;  ;  ;  ;;;;;;;;;
60;66;01;0;53;9105;105;Sachsenwald (Forstgutsbez.),gemfr.Geb.;58,49;  0;  0;  0;0;;10,373262;53,530995;;;03;gering besiedelt;
40;43;01;0;54;;;Nordfriesland;;  ;  ;  ;;;;;;;;;
50;50;01;0;54;0033;;Friedrichstadt, Stadt;;  ;  ;  ;;;;;;;;;
60;63;01;0;54;0033;033;Friedrichstadt, Stadt;4,03; 2 466; 1 165; 1 301;  612;25840;9,087943;54,37346;F04;übrig. Schleswig-Holstein;03;gering besiedelt;
50;50;01;0;54;0056;;Husum, Stadt;;  ;  ;  ;;;;;;;;;
60;63;01;0;54;0056;056;Husum, Stadt;25,81; 22 430; 10 676; 11 754;  869;25813;9,050149;54,476472;F01;Nordsee;02;mittlere Besiedlungsdichte;
50;50;01;0;54;0108;;Reußenköge;;  ;  ;  ;;;;;;;;;
60;64;01;0;54;0108;108;Reußenköge;45,91;  335;  176;  159;  7;25821;8,917982;54,602246;F01;Nordsee;03;gering besiedelt;
50;50;01;0;54;0138;;Tönning, Stadt;;  ;  ;  ;;;;;;;;;
60;63;01;0;54;0138;138;Tönning, Stadt;44,41; 4 895; 2 439; 2 456;  110;25832;8,94334;54,319739;F01;Nordsee;03;gering besiedelt;
50;50;01;0;54;0168;;Sylt;;  ;  ;  ;;;;;;;;;
60;64;01;0;54;0168;168;Sylt;57,32; 13 453; 6 516; 6 937;  235;25980;8,323668;54,89326;F01;Nordsee;03;gering besiedelt;
50;51;01;0;54;5417;;Eiderstedt;;  ;  ;  ;;;;;;;;;
60;64;01;0;54;5417;035;Garding, Kirchspiel;14,89;  375;  184;  191;  25;25836;8,791506;54,321856;F01;Nordsee;03;gering besiedelt;
60;63;01;0;54;5417;036;Garding, Stadt;3,06; 2 597; 1 210; 1 387;  849;25836;8,778217;54,327962;F01;Nordsee;03;gering besiedelt;
60;64;01;0;54;5417;040;Grothusenkoog;3,27;  21;  10;  11;  6;25836;8,759033;54,302739;F01;Nordsee;03;gering besiedelt;
60;64;01;0;54;5417;063;Katharinenheerd;8,40;  170;  84;  86;  20;25836;8,828074;54,335199;F01;Nordsee;03;gering besiedelt;
60;64;01;0;54;5417;072;Kotzenbüll;7,77;  226;  114;  112;  29;25832;8,907487;54,333778;F01;Nordsee;03;gering besiedelt;
60;64;01;0;54;5417;090;Norderfriedrichskoog;5,31;  51;  26;  25;  10;25870;8,893583;54,400271;F01;Nordsee;03;gering besiedelt;
60;64;01;0;54;5417;095;Oldenswort;45,84; 1 262;  632;  630;  28;25870;8,942989;54,372281;F04;übrig. Schleswig-Holstein;03;gering besiedelt;
60;64;01;0;54;5417;100;Osterhever;18,50;  210;  105;  105;  11;25836;8,765555;54,385462;F01;Nordsee;03;gering besiedelt;
60;64;01;0;54;5417;104;Poppenbüll;15,52;  234;  124;  110;  15;25836;8,761168;54,361585;F01;Nordsee;03;gering besiedelt;
60;64;01;0;54;5417;113;Sankt Peter-Ording;28,32; 3 968; 1 875; 2 093;  140;25826;8,640495;54,302281;F01;Nordsee;03;gering besiedelt;
60;64;01;0;54;5417;134;Tating;29,49;  948;  477;  471;  32;25881;8,708512;54,325497;F01;Nordsee;03;gering besiedelt;
60;64;01;0;54;5417;135;Tetenbüll;36,43;  618;  282;  336;  17;25882;8,828234;54,352013;F01;Nordsee;03;gering besiedelt;
60;64;01;0;54;5417;140;Tümlauer Koog;6,20;  115;  62;  53;  19;25881;8,689757;54,348337;F01;Nordsee;03;gering besiedelt;
60;64;01;0;54;5417;145;Vollerwiek;4,62;  186;  94;  92;  40;25836;8,794694;54,290681;F01;Nordsee;03;gering besiedelt;
60;64;01;0;54;5417;148;Welt;8,20;  221;  105;  116;  27;25836;8,79406;54,302402;F01;Nordsee;03;gering besiedelt;
60;64;01;0;54;5417;150;Westerhever;13,32;  104;  47;  57;  8;25881;8,67563;54,382315;F01;Nordsee;03;gering besiedelt;
50;51;01;0;54;5439;;Landschaft Sylt;;  ;  ;  ;;;;;;;;;
60;64;01;0;54;5439;046;Hörnum (Sylt);5,64;  902;  471;  431;  160;25997;8,286546;54,7565;F01;Nordsee;03;gering besiedelt;
60;64;01;0;54;5439;061;Kampen (Sylt);8,42;  458;  225;  233;  54;25999;8,342294;54,955508;F01;Nordsee;03;gering besiedelt;
60;64;01;0;54;5439;078;List auf Sylt;18,47; 1 531;  777;  754;  83;25992;8,436183;55,020026;F01;Nordsee;03;gering besiedelt;
60;64;01;0;54;5439;149;Wenningstedt-Braderup (Sylt);6,16; 1 439;  682;  757;  234;25996;8,3405;54,937797;F01;Nordsee;02;mittlere Besiedlungsdichte;
50;51;01;0;54;5453;;Viöl;;  ;  ;  ;;;;;;;;;
60;64;01;0;54;5453;003;Ahrenviöl;10,11;  517;  271;  246;  51;25885;9,206895;54,531254;F04;übrig. Schleswig-Holstein;03;gering besiedelt;
60;64;01;0;54;5453;004;Ahrenviölfeld;7,29;  245;  117;  128;  34;25885;9,274084;54,534607;F04;übrig. Schleswig-Holstein;03;gering besiedelt;
60;64;01;0;54;5453;011;Behrendorf;15,29;  570;  302;  268;  37;25850;9,22759;54,562059;F04;übrig. Schleswig-Holstein;03;gering besiedelt;
60;64;01;0;54;5453;013;Bondelum;9,18;  174;  94;  80;  19;25850;9,26682;54,556555;F04;übrig. Schleswig-Holstein;03;gering besiedelt;
60;64;01;0;54;5453;041;Haselund;12,79;  884;  458;  426;  69;25855;9,182961;54,591683;F04;übrig. Schleswig-Holstein;03;gering besiedelt;
60;64;01;0;54;5453;057;Immenstedt;14,61;  693;  376;  317;  47;25885;9,162503;54,541449;F04;übrig. Schleswig-Holstein;03;gering besiedelt;
60;64;01;0;54;5453;079;Löwenstedt;19,62;  657;  338;  319;  33;25864;9,174887;54,621612;F04;übrig. Schleswig-Holstein;03;gering besiedelt;
60;64;01;0;54;5453;092;Norstedt;13,50;  388;  199;  189;  29;25884;9,129313;54,588429;F04;übrig. Schleswig-Holstein;03;gering besiedelt;
60;64;01;0;54;5453;101;Oster-Ohrstedt;11,29;  602;  320;  282;  53;25885;9,227445;54,514539;F04;übrig. Schleswig-Holstein;03;gering besiedelt;
60;64;01;0;54;5453;118;Schwesing;15,63;  921;  477;  444;  59;25813;9,134622;54,493899;F04;übrig. Schleswig-Holstein;03;gering besiedelt;
60;64;01;0;54;5453;123;Sollwitt;10,95;  284;  149;  135;  26;25884;9,228482;54,594606;F04;übrig. Schleswig-Holstein;03;gering besiedelt;
60;64;01;0;54;5453;144;Viöl;18,95; 2 153; 1 061; 1 092;  114;25884;9,180557;54,568875;F04;übrig. Schleswig-Holstein;03;gering besiedelt;
60;64;01;0;54;5453;152;Wester-Ohrstedt;18,54; 1 033;  516;  517;  56;25885;9,190063;54,507226;F04;übrig. Schleswig-Holstein;03;gering besiedelt;
50;51;01;0;54;5459;;Pellworm;;  ;  ;  ;;;;;;;;;
60;64;01;0;54;5459;039;Gröde;2,52;  9;  4;  5;  4;25869;8,717443;54,631686;F04;übrig. Schleswig-Holstein;03;gering besiedelt;
60;64;01;0;54;5459;050;Hallig Hooge;5,78;  95;  47;  48;  16;25859;8,543775;54,568831;F01;Nordsee;03;gering besiedelt;
60;64;01;0;54;5459;074;Langeneß;11,57;  130;  68;  62;  11;25863;8,613192;54,637404;F01;Nordsee;03;gering besiedelt;
60;64;01;0;54;5459;103;Pellworm;37,44; 1 147;  541;  606;  31;25849;8,656057;54,521284;F01;Nordsee;03;gering besiedelt;
50;51;01;0;54;5488;;Föhr-Amrum;;  ;  ;  ;;;;;;;;;
60;64;01;0;54;5488;005;Alkersum;9,07;  420;  208;  212;  46;25938;8,511244;54,708245;F01;Nordsee;03;gering besiedelt;
60;64;01;0;54;5488;015;Borgsum;5,51;  360;  185;  175;  65;25938;8,460009;54,699989;F01;Nordsee;03;gering besiedelt;
60;64;01;0;54;5488;025;Dunsum;2,72;  77;  34;  43;  28;25938;8,414572;54,730715;F01;Nordsee;03;gering besiedelt;
60;64;01;0;54;5488;083;Midlum;8,50;  442;  188;  254;  52;25938;8,518625;54,714878;F01;Nordsee;03;gering besiedelt;
60;64;01;0;54;5488;085;Nebel;11,96;  935;  441;  494;  78;25946;8,353658;54,650612;F01;Nordsee;03;gering besiedelt;
60;64;01;0;54;5488;087;Nieblum;7,86;  561;  273;  288;  71;25938;8,489439;54,691947;F01;Nordsee;03;gering besiedelt;
60;64;01;0;54;5488;089;Norddorf auf Amrum;5,90;  563;  267;  296;  95;25946;8,332935;54,679638;F01;Nordsee;03;gering besiedelt;
60;64;01;0;54;5488;094;Oevenum;10,87;  432;  203;  229;  40;25938;8,530787;54,710093;F01;Nordsee;03;gering besiedelt;
60;64;01;0;54;5488;098;Oldsum;13,31;  496;  228;  268;  37;25938;8,447735;54,732075;F01;Nordsee;03;gering besiedelt;
60;64;01;0;54;5488;129;Süderende;2,59;  182;  85;  97;  70;25938;8,439339;54,725601;F01;Nordsee;03;gering besiedelt;
60;64;01;0;54;5488;143;Utersum;5,26;  399;  183;  216;  76;25938;8,407243;54,714455;F01;Nordsee;03;gering besiedelt;
