Gemeinden in Deutschland nach Fläche, Bevölkerung und Postleitzahl am 31.12.2017 (Jahr);;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
Satz-art;Text-kenn-zeichen;Regionalschlüssel (RS);;;;;Gemeindename;"Fläche km2 1)
am 31.12.2017";Bevölkerung2);;;;Post-leit-zahl3);Geografische Mittelpunktkoordinaten;;Reisegebiete;;Grad der Verstädterung;
;;Land;RB;Kreis;VB;Gem;;;insgesamt;männlich;weiblich;je km2;;Längengrad;Breitengrad;;;;
;;Gebietsstand am 31.12.2017 (Jahr);;;;;;;am 31.12.2017 (Jahr) ;;;;;Zuordnungsstand am 31.12.2017;;Schlüssel;Bezeichnung;Schlüssel;Bezeichnung
;;;;;;;;;;;;;;;;;;;
50;50;8;4;15;59;;Pfullingen, Stadt;;;;;;;;;;;;
60;63;8;4;15;59;59;Pfullingen, Stadt;30,14; 18 471; 8 942; 9 529;613;72793;9,226443;48,466279;L60;Schwäbische Alb;2;mittlere Besiedlungsdichte
50;50;8;4;15;61;;Reutlingen, Stadt;;;;;;;;;;;;
60;67;8;4;15;61;61;Reutlingen, Stadt;87,04; 115 762; 57 266; 58 496; 1 330;72764;9,212006;48,49208;L60;Schwäbische Alb;1;dicht besiedelt
50;50;8;4;15;73;;Trochtelfingen, Stadt;;;;;;;;;;;;
60;63;8;4;15;73;73;Trochtelfingen, Stadt;79,2; 6 366; 3 224; 3 142;80;72818;9,246991;48,308771;L60;Schwäbische Alb;3;gering besiedelt
50;50;8;4;15;80;;Wannweil;;;;;;;;;;;;
60;64;8;4;15;80;80;Wannweil;5,34; 5 331; 2 638; 2 693;998;72827;9,151047;48,517041;L60;Schwäbische Alb;2;mittlere Besiedlungsdichte
50;50;8;4;15;91;;Sonnenbühl;;;;;;;;;;;;
60;64;8;4;15;91;91;Sonnenbühl;61,25; 7 144; 3 627; 3 517;117;72820;9,179523;48,38956;L60;Schwäbische Alb;3;gering besiedelt
50;50;8;4;15;92;;Lichtenstein;;;;;;;;;;;;
60;64;8;4;15;92;92;Lichtenstein;34,24; 9 196; 4 567; 4 629;269;72805;9,254311;48,430248;L60;Schwäbische Alb;2;mittlere Besiedlungsdichte
50;50;8;4;15;93;;St. Johann;;;;;;;;;;;;
60;64;8;4;15;93;93;St. Johann;58,92; 5 114; 2 576; 2 538;87;72813;9,341241;48,453423;L60;Schwäbische Alb;3;gering besiedelt
50;54;8;4;15;5001;;VVG der Gemeinde Engstingen;;;;;;;;;;;;
60;64;8;4;15;5001;89;Engstingen;31,52; 5 226; 2 611; 2 615;166;72829;9,285676;48,387146;L60;Schwäbische Alb;3;gering besiedelt
60;64;8;4;15;5001;90;Hohenstein;61,71; 3 704; 1 869; 1 835;60;72531;9,3727;48,348388;L60;Schwäbische Alb;3;gering besiedelt
50;54;8;4;15;5002;;VVG der Stadt Metzingen;;;;;;;;;;;;
60;64;8;4;15;5002;29;Grafenberg;3,5; 2 617; 1 316; 1 301;748;72661;9,305273;48,566126;L60;Schwäbische Alb;2;mittlere Besiedlungsdichte
60;67;8;4;15;5002;50;Metzingen, Stadt;34,55; 21 845; 10 775; 11 070;632;72555;9,284702;48,539158;L60;Schwäbische Alb;2;mittlere Besiedlungsdichte
60;64;8;4;15;5002;62;Riederich;4,64; 4 320; 2 129; 2 191;931;72585;9,268552;48,560229;L60;Schwäbische Alb;2;mittlere Besiedlungsdichte
50;54;8;4;15;5003;;VVG der Stadt Münsingen;;;;;;;;;;;;
60;64;8;4;15;5003;27;Gomadingen;45,83; 2 250; 1 179; 1 071;49;72532;9,386957;48,401333;L60;Schwäbische Alb;3;gering besiedelt
60;64;8;4;15;5003;48;Mehrstetten;17,1; 1 402;732;670;82;72537;9,566367;48,376623;L60;Schwäbische Alb;3;gering besiedelt
60;63;8;4;15;5003;53;Münsingen, Stadt;116,93; 14 418; 7 114; 7 304;123;72525;9,494863;48,411369;L60;Schwäbische Alb;3;gering besiedelt
50;54;8;4;15;5004;;VVG der Gemeinde Pliezhausen;;;;;;;;;;;;
60;64;8;4;15;5004;60;Pliezhausen;17,31; 9 651; 4 761; 4 890;558;72124;9,20596;48,559129;L60;Schwäbische Alb;2;mittlere Besiedlungsdichte
60;64;8;4;15;5004;87;Walddorfhäslach;14,44; 5 104; 2 549; 2 555;353;72141;9,181635;48,586919;L60;Schwäbische Alb;2;mittlere Besiedlungsdichte
50;54;8;4;15;5005;;VVG der Stadt Bad Urach;;;;;;;;;;;;
60;64;8;4;15;5005;28;Grabenstetten;14,53; 1 677;856;821;115;72582;9,461456;48,523681;L60;Schwäbische Alb;3;gering besiedelt
60;64;8;4;15;5005;39;Hülben;6,41; 2 920; 1 452; 1 468;456;72584;9,408307;48,520004;L60;Schwäbische Alb;2;mittlere Besiedlungsdichte
60;63;8;4;15;5005;78;Bad Urach, Stadt;55,42; 12 361; 6 129; 6 232;223;72574;9,400021;48,493051;L60;Schwäbische Alb;2;mittlere Besiedlungsdichte
60;64;8;4;15;5005;88;Römerstein;46,04; 4 045; 2 041; 2 004;88;72587;9,514668;48,496398;L60;Schwäbische Alb;3;gering besiedelt
50;56;8;4;15;5006;;GVV Zwiefalten-Hayingen;;;;;;;;;;;;
60;63;8;4;15;5006;34;Hayingen, Stadt;63,36; 2 200; 1 124; 1 076;35;72534;9,475391;48,274365;L60;Schwäbische Alb;3;gering besiedelt
60;64;8;4;15;5006;58;Pfronstetten;54,09; 1 489;786;703;28;72539;9,362101;48,275033;L60;Schwäbische Alb;3;gering besiedelt
60;64;8;4;15;5006;85;Zwiefalten;45,39; 2 233; 1 173; 1 060;49;88529;9,462051;48,233888;L60;Schwäbische Alb;3;gering besiedelt
50;50;8;4;15;9971;;Gutsbezirk Münsingen, gemeindefreies Gebiet;;;;;;;;;;;;
60;66;8;4;15;9971;971;Gutsbezirk Münsingen, gemeindefreies Gebiet;64,63;  ;  ;  ;  ;;9,559519;48,445745;L60;Schwäbische Alb;3;gering besiedelt
40;44;8;4;16;;;Tübingen;;;;;;;;;;;;
50;50;8;4;16;9;;Dettenhausen;;;;;;;;;;;;
60;64;8;4;16;9;9;Dettenhausen;11,02; 5 487; 2 685; 2 802;498;72135;9,100748;48,607603;L60;Schwäbische Alb;2;mittlere Besiedlungsdichte
50;50;8;4;16;22;;Kirchentellinsfurt;;;;;;;;;;;;
60;64;8;4;16;22;22;Kirchentellinsfurt;10,99; 5 599; 2 774; 2 825;509;72138;9,149618;48,53123;L60;Schwäbische Alb;2;mittlere Besiedlungsdichte
50;50;8;4;16;23;;Kusterdingen;;;;;;;;;;;;
60;64;8;4;16;23;23;Kusterdingen;24,24; 8 552; 4 272; 4 280;353;72127;9,120318;48,521842;L60;Schwäbische Alb;3;gering besiedelt
50;50;8;4;16;41;;Tübingen, Universitätsstadt;;;;;;;;;;;;
60;67;8;4;16;41;41;Tübingen, Universitätsstadt;108,06; 89 447; 42 508; 46 939;828;72070;9,057829;48,522143;L60;Schwäbische Alb;1;dicht besiedelt
50;50;8;4;16;48;;Ammerbuch;;;;;;;;;;;;
60;64;8;4;16;48;48;Ammerbuch;48,04; 11 400; 5 667; 5 733;237;72119;8,965949;48,553816;L60;Schwäbische Alb;2;mittlere Besiedlungsdichte
50;56;8;4;16;5001;;GVV Steinlach-Wiesaz;;;;;;;;;;;;
60;64;8;4;16;5001;11;Dußlingen;13,05; 6 089; 2 994; 3 095;467;72144;9,054599;48,452421;L60;Schwäbische Alb;2;mittlere Besiedlungsdichte
60;64;8;4;16;5001;15;Gomaringen;17,32; 8 967; 4 407; 4 560;518;72810;9,096513;48,452476;L60;Schwäbische Alb;2;mittlere Besiedlungsdichte
60;64;8;4;16;5001;26;Nehren;8,58; 4 353; 2 172; 2 181;507;72147;9,069494;48,431274;L60;Schwäbische Alb;2;mittlere Besiedlungsdichte
50;54;8;4;16;5002;;VVG der Stadt Mössingen;;;;;;;;;;;;
60;64;8;4;16;5002;6;Bodelshausen;13,83; 5 748; 2 883; 2 865;416;72411;8,9735;48,392533;L60;Schwäbische Alb;2;mittlere Besiedlungsdichte
60;67;8;4;16;5002;25;Mössingen, Stadt;50,03; 20 416; 9 934; 10 482;408;72116;9,057746;48,405779;L60;Schwäbische Alb;2;mittlere Besiedlungsdichte
60;64;8;4;16;5002;31;Ofterdingen;15,15; 5 023; 2 530; 2 493;332;72131;9,030929;48,42084;L60;Schwäbische Alb;2;mittlere Besiedlungsdichte
50;54;8;4;16;5003;;VVG der Stadt Rottenburg am Neckar;;;;;;;;;;;;
60;64;8;4;16;5003;18;Hirrlingen;12,83; 3 079; 1 571; 1 508;240;72145;8,887737;48,412349;L60;Schwäbische Alb;2;mittlere Besiedlungsdichte
60;67;8;4;16;5003;36;Rottenburg am Neckar, Stadt;142,26; 43 615; 21 668; 21 947;307;72108;8,936507;48,479475;L60;Schwäbische Alb;3;gering besiedelt
60;64;8;4;16;5003;49;Neustetten;15,88; 3 627; 1 804; 1 823;228;72149;8,882594;48,481308;L60;Schwäbische Alb;3;gering besiedelt
60;64;8;4;16;5003;50;Starzach;27,84; 4 353; 2 173; 2 180;156;72181;8,812421;48,432044;L60;Schwäbische Alb;3;gering besiedelt
40;44;8;4;17;;;Zollernalbkreis;;;;;;;;;;;;
50;50;8;4;17;13;;Burladingen, Stadt;;;;;;;;;;;;
60;63;8;4;17;13;13;Burladingen, Stadt;123,31; 12 239; 6 030; 6 209;99;72393;9,1153;48,28913;L60;Schwäbische Alb;3;gering besiedelt
50;50;8;4;17;25;;Haigerloch, Stadt;;;;;;;;;;;;
60;63;8;4;17;25;25;Haigerloch, Stadt;76,44; 10 637; 5 335; 5 302;139;72401;8,804191;48,366535;L60;Schwäbische Alb;3;gering besiedelt
50;50;8;4;17;54;;Rosenfeld, Stadt;;;;;;;;;;;;
60;63;8;4;17;54;54;Rosenfeld, Stadt;51,11; 6 391; 3 236; 3 155;125;72348;8,722932;48,286035;L60;Schwäbische Alb;3;gering besiedelt
50;54;8;4;17;5001;;VVG der Stadt Albstadt;;;;;;;;;;;;
60;64;8;4;17;5001;10;Bitz;8,82; 3 627; 1 763; 1 864;411;72475;9,092414;48,244285;L60;Schwäbische Alb;3;gering besiedelt
60;67;8;4;17;5001;79;Albstadt, Stadt;134,4; 45 023; 22 260; 22 763;335;72458;9,026328;48,214156;L60;Schwäbische Alb;2;mittlere Besiedlungsdichte
50;54;8;4;17;5002;;VVG der Stadt Balingen;;;;;;;;;;;;
60;67;8;4;17;5002;2;Balingen, Stadt;90,32; 34 062; 16 581; 17 481;377;72336;8,851349;48,275846;L60;Schwäbische Alb;2;mittlere Besiedlungsdichte
60;63;8;4;17;5002;22;Geislingen, Stadt;31,96; 5 860; 2 955; 2 905;183;72351;8,811353;48,287956;L60;Schwäbische Alb;2;mittlere Besiedlungsdichte
50;54;8;4;17;5003;;VVG der Gemeinde Bisingen;;;;;;;;;;;;
60;64;8;4;17;5003;8;Bisingen;32,83; 9 423; 4 645; 4 778;287;72406;8,917087;48,310155;L60;Schwäbische Alb;2;mittlere Besiedlungsdichte
60;64;8;4;17;5003;23;Grosselfingen;16,15; 2 195; 1 093; 1 102;136;72415;8,883505;48,335162;L60;Schwäbische Alb;3;gering besiedelt
50;54;8;4;17;5004;;VVG der Stadt Hechingen;;;;;;;;;;;;
60;63;8;4;17;5004;31;Hechingen, Stadt;66,41; 19 157; 9 491; 9 666;288;72379;8,962947;48,351487;L60;Schwäbische Alb;2;mittlere Besiedlungsdichte
60;64;8;4;17;5004;36;Jungingen;9,33; 1 357;657;700;145;72417;9,040988;48,328627;L60;Schwäbische Alb;3;gering besiedelt
60;64;8;4;17;5004;51;Rangendingen;21,66; 5 240; 2 574; 2 666;242;72414;8,885614;48,382119;L60;Schwäbische Alb;3;gering besiedelt
50;54;8;4;17;5005;;VVG der Stadt Meßstetten;;;;;;;;;;;;
60;63;8;4;17;5005;44;Meßstetten, Stadt;76,8; 10 563; 5 482; 5 081;138;72469;8,963167;48,180979;L60;Schwäbische Alb;3;gering besiedelt
60;64;8;4;17;5005;45;Nusplingen;20,75; 1 785;906;879;86;72362;8,890352;48,132002;L60;Schwäbische Alb;3;gering besiedelt
60;64;8;4;17;5005;47;Obernheim;15,01; 1 458;748;710;97;72364;8,861492;48,162516;L60;Schwäbische Alb;3;gering besiedelt
50;56;8;4;17;5006;;GVV Oberes Schlichemtal;;;;;;;;;;;;
60;64;8;4;17;5006;14;Dautmergen;4,54;415;209;206;91;72356;8,741018;48,242737;L60;Schwäbische Alb;3;gering besiedelt
60;64;8;4;17;5006;15;Dormettingen;6,55; 1 100;556;544;168;72358;8,771419;48,238093;L60;Schwäbische Alb;3;gering besiedelt
60;64;8;4;17;5006;16;Dotternhausen;10,01; 1 856;936;920;185;72359;8,792911;48,228177;L60;Schwäbische Alb;3;gering besiedelt
60;64;8;4;17;5006;29;Hausen am Tann;8,49;460;241;219;54;72361;8,836598;48,198362;L60;Schwäbische Alb;3;gering besiedelt
60;64;8;4;17;5006;52;Ratshausen;5,76;767;392;375;133;72365;8,792083;48,195108;L60;Schwäbische Alb;3;gering besiedelt
60;63;8;4;17;5006;57;Schömberg, Stadt;23,25; 4 643; 2 374; 2 269;200;72355;8,758829;48,211609;L60;Schwäbische Alb;3;gering besiedelt
60;64;8;4;17;5006;71;Weilen unter den Rinnen;3,08;612;322;290;199;72367;8,76575;48,189327;L60;Schwäbische Alb;3;gering besiedelt
60;64;8;4;17;5006;78;Zimmern unter der Burg;5,04;473;244;229;94;72369;8,718808;48,220374;L60;Schwäbische Alb;3;gering besiedelt
50;54;8;4;17;5007;;VVG der Gemeinde Winterlingen;;;;;;;;;;;;
60;64;8;4;17;5007;63;Straßberg;24,91; 2 460; 1 216; 1 244;99;72479;9,092476;48,176381;L60;Schwäbische Alb;3;gering besiedelt
60;64;8;4;17;5007;75;Winterlingen;50,63; 6 367; 3 111; 3 256;126;72474;9,117643;48,178723;L60;Schwäbische Alb;3;gering besiedelt
30;;8;4;2;;;Region Donau-Iller;;;;;;;;;;;;
40;42;8;4;21;;;Ulm, Stadtkreis;;;;;;;;;;;;
50;50;8;4;21;0;;Ulm, Universitätsstadt;;;;;;;;;;;;
60;62;8;4;21;0;0;Ulm, Universitätsstadt;118,68; 125 596; 62 321; 63 275; 1 058;89073;9,990402;48,398454;L60;Schwäbische Alb;1;dicht besiedelt
40;44;8;4;25;;;Alb-Donau-Kreis;;;;;;;;;;;;
50;50;8;4;25;39;;Erbach, Stadt;;;;;;;;;;;;
60;63;8;4;25;39;39;Erbach, Stadt;63,29; 13 476; 6 817; 6 659;213;89155;9,892784;48,326196;L60;Schwäbische Alb;2;mittlere Besiedlungsdichte
50;50;8;4;25;108;;Schelklingen, Stadt;;;;;;;;;;;;
60;63;8;4;25;108;108;Schelklingen, Stadt;75,87; 6 898; 3 558; 3 340;91;89601;9,734923;48,372526;L60;Schwäbische Alb;3;gering besiedelt
50;50;8;4;25;141;;Blaustein, Stadt;;;;;;;;;;;;
60;63;8;4;25;141;141;Blaustein, Stadt;55,61; 15 965; 8 010; 7 955;287;89134;9,921863;48,416145;L60;Schwäbische Alb;2;mittlere Besiedlungsdichte
50;54;8;4;25;5001;;VVG der Gemeinde Allmendingen;;;;;;;;;;;;
60;64;8;4;25;5001;2;Allmendingen;45,87; 4 403; 2 190; 2 213;96;89604;9,72429;48,330714;L60;Schwäbische Alb;3;gering besiedelt
60;64;8;4;25;5001;4;Altheim;7,8;611;329;282;78;89605;9,770679;48,327677;L60;Schwäbische Alb;3;gering besiedelt
50;54;8;4;25;5002;;VVG der Stadt Blaubeuren;;;;;;;;;;;;
60;64;8;4;25;5002;17;Berghülen;26,13; 1 921;965;956;74;89180;9,761209;48,464015;L60;Schwäbische Alb;3;gering besiedelt
60;63;8;4;25;5002;20;Blaubeuren, Stadt;79,11; 12 401; 6 302; 6 099;157;89143;9,783757;48,412587;L60;Schwäbische Alb;2;mittlere Besiedlungsdichte
50;56;8;4;25;5003;;GVV Dietenheim;;;;;;;;;;;;
60;63;8;4;25;5003;28;Dietenheim, Stadt;18,75; 6 750; 3 377; 3 373;360;89165;10,069592;48,212211;L60;Schwäbische Alb;2;mittlere Besiedlungsdichte
60;64;8;4;25;5003;66;Illerrieden;18,16; 3 278; 1 640; 1 638;181;89186;10,054151;48,271494;L60;Schwäbische Alb;2;mittlere Besiedlungsdichte
60;64;8;4;25;5003;140;Balzheim;17,57; 2 046; 1 047;999;116;88481;10,076078;48,180798;L60;Schwäbische Alb;3;gering besiedelt
50;54;8;4;25;5004;;VVG der Gemeinde Dornstadt;;;;;;;;;;;;
60;64;8;4;25;5004;14;Beimerstetten;14,34; 2 579; 1 311; 1 268;180;89179;9,98581;48,481886;L60;Schwäbische Alb;3;gering besiedelt
60;64;8;4;25;5004;31;Dornstadt;59,23; 8 664; 4 356; 4 308;146;89160;9,943366;48,466665;L60;Schwäbische Alb;3;gering besiedelt
60;64;8;4;25;5004;135;Westerstetten;13,1; 2 180; 1 081; 1 099;166;89198;9,950835;48,521516;L60;Schwäbische Alb;3;gering besiedelt
50;54;8;4;25;5005;;VVG der Stadt Ehingen (Donau);;;;;;;;;;;;
60;67;8;4;25;5005;33;Ehingen (Donau), Stadt;178,33; 25 928; 13 157; 12 771;145;89584;9,725211;48,283666;L60;Schwäbische Alb;2;mittlere Besiedlungsdichte
60;64;8;4;25;5005;50;Griesingen;8,15; 1 034;519;515;127;89608;9,784023;48,266986;L60;Schwäbische Alb;3;gering besiedelt
60;64;8;4;25;5005;88;Oberdischingen;8,82; 2 100; 1 025; 1 075;238;89610;9,830802;48,30176;L60;Schwäbische Alb;3;gering besiedelt
60;64;8;4;25;5005;93;Öpfingen;8,88; 2 364; 1 206; 1 158;266;89614;9,802832;48,286194;L60;Schwäbische Alb;3;gering besiedelt
50;56;8;4;25;5006;;GVV Kirchberg-Weihungstal;;;;;;;;;;;;
60;64;8;4;25;5006;64;Hüttisheim;10,36; 1 440;701;739;139;89185;9,94165;48,280646;L60;Schwäbische Alb;3;gering besiedelt
60;64;8;4;25;5006;110;Schnürpflingen;10,71; 1 385;696;689;129;89194;9,994004;48,273078;L60;Schwäbische Alb;3;gering besiedelt
60;64;8;4;25;5006;137;Illerkirchberg;11,45; 4 762; 2 388; 2 374;416;89171;9,999035;48,33831;L60;Schwäbische Alb;2;mittlere Besiedlungsdichte
60;64;8;4;25;5006;138;Staig;17,75; 3 164; 1 606; 1 558;178;89195;9,991027;48,299083;L60;Schwäbische Alb;3;gering besiedelt
50;56;8;4;25;5007;;GVV Laichinger Alb;;;;;;;;;;;;
60;63;8;4;25;5007;71;Laichingen, Stadt;69,83; 11 506; 5 885; 5 621;165;89150;9,685733;48,489445;L60;Schwäbische Alb;3;gering besiedelt
60;64;8;4;25;5007;79;Merklingen;21,31; 2 016; 1 019;997;95;89188;9,755088;48,511695;L60;Schwäbische Alb;3;gering besiedelt
60;64;8;4;25;5007;84;Nellingen;35,78; 1 992; 1 035;957;56;89191;9,791311;48,541984;L60;Schwäbische Alb;3;gering besiedelt
60;64;8;4;25;5007;134;Westerheim;22,91; 2 993; 1 491; 1 502;131;72589;9,624072;48,515159;L60;Schwäbische Alb;3;gering besiedelt
60;64;8;4;25;5007;139;Heroldstatt;22,58; 2 866; 1 432; 1 434;127;72535;9,669339;48,446332;L60;Schwäbische Alb;3;gering besiedelt
50;56;8;4;25;5008;;GVV Langenau;;;;;;;;;;;;
60;64;8;4;25;5008;5;Altheim (Alb);25,77; 1 694;863;831;66;89174;10,025037;48,581738;L60;Schwäbische Alb;3;gering besiedelt
60;64;8;4;25;5008;11;Asselfingen;12,86; 1 048;561;487;81;89176;10,1914;48,529714;L60;Schwäbische Alb;3;gering besiedelt
60;64;8;4;25;5008;13;Ballendorf;14,22;644;308;336;45;89177;10,07723;48,554937;L60;Schwäbische Alb;3;gering besiedelt
60;64;8;4;25;5008;19;Bernstadt;13,94; 2 227; 1 145; 1 082;160;89182;10,023964;48,500014;L60;Schwäbische Alb;3;gering besiedelt
60;64;8;4;25;5008;22;Börslingen;6,28;165;85;80;26;89177;10,063069;48,538957;L60;Schwäbische Alb;3;gering besiedelt
60;64;8;4;25;5008;24;Breitingen;2,89;309;152;157;107;89183;9,991461;48,517286;L60;Schwäbische Alb;3;gering besiedelt
60;64;8;4;25;5008;62;Holzkirch;8,14;256;125;131;31;89183;9,99421;48,531479;L60;Schwäbische Alb;3;gering besiedelt
60;63;8;4;25;5008;72;Langenau, Stadt;75,03; 15 074; 7 589; 7 485;201;89129;10,121087;48,499499;L60;Schwäbische Alb;2;mittlere Besiedlungsdichte
60;64;8;4;25;5008;83;Neenstetten;8,3;861;436;425;104;89189;10,021476;48,545493;L60;Schwäbische Alb;3;gering besiedelt
60;64;8;4;25;5008;85;Nerenstetten;6,09;344;172;172;56;89129;10,099582;48,529959;L60;Schwäbische Alb;3;gering besiedelt
60;64;8;4;25;5008;92;Öllingen;8,09;542;277;265;67;89129;10,148065;48,527741;L60;Schwäbische Alb;3;gering besiedelt
60;64;8;4;25;5008;97;Rammingen;14,03; 1 298;683;615;93;89192;10,170794;48,519683;L60;Schwäbische Alb;3;gering besiedelt
60;64;8;4;25;5008;112;Setzingen;8,42;673;353;320;80;89129;10,126705;48,538048;L60;Schwäbische Alb;3;gering besiedelt
60;64;8;4;25;5008;130;Weidenstetten;17,21; 1 373;716;657;80;89197;9,997084;48,552147;L60;Schwäbische Alb;3;gering besiedelt
50;56;8;4;25;5009;;GVV Lonsee-Amstetten;;;;;;;;;;;;
60;64;8;4;25;5009;8;Amstetten;49,8; 3 953; 1 984; 1 969;79;73340;9,875601;48,577625;L60;Schwäbische Alb;3;gering besiedelt
60;64;8;4;25;5009;75;Lonsee;43,32; 4 967; 2 548; 2 419;115;89173;9,917632;48,543054;L60;Schwäbische Alb;3;gering besiedelt
50;56;8;4;25;5010;;GVV Verwaltungsgemeinschaft Munderkingen;;;;;;;;;;;;
60;64;8;4;25;5010;35;Emeringen;7,52;136;69;67;18;88499;9,517274;48,234296;L60;Schwäbische Alb;3;gering besiedelt
60;64;8;4;25;5010;36;Emerkingen;7,4;842;436;406;114;89607;9,656266;48,214609;L60;Schwäbische Alb;3;gering besiedelt
60;64;8;4;25;5010;52;Grundsheim;3,7;223;105;118;60;89613;9,667765;48,177459;L60;Schwäbische Alb;3;gering besiedelt
60;64;8;4;25;5010;55;Hausen am Bussen;3,52;254;127;127;72;89597;9,624615;48,211503;L60;Schwäbische Alb;3;gering besiedelt
60;64;8;4;25;5010;73;Lauterach;13,76;590;300;290;43;89584;9,579242;48,256068;L60;Schwäbische Alb;3;gering besiedelt
60;63;8;4;25;5010;81;Munderkingen, Stadt;13,07; 5 249; 2 601; 2 648;402;89597;9,647663;48,236714;L60;Schwäbische Alb;3;gering besiedelt
60;64;8;4;25;5010;90;Obermarchtal;26,59; 1 302;671;631;49;89611;9,568532;48,233294;L60;Schwäbische Alb;3;gering besiedelt
60;64;8;4;25;5010;91;Oberstadion;15,78; 1 542;801;741;98;89613;9,691361;48,186931;L60;Schwäbische Alb;3;gering besiedelt
60;64;8;4;25;5010;98;Rechtenstein;3,78;297;158;139;79;89611;9,544232;48,241602;L60;Schwäbische Alb;3;gering besiedelt
60;64;8;4;25;5010;104;Rottenacker;10,29; 2 196; 1 154; 1 042;213;89616;9,687742;48,235057;L60;Schwäbische Alb;3;gering besiedelt
60;64;8;4;25;5010;123;Untermarchtal;5,62;888;351;537;158;89617;9,612757;48,24096;L60;Schwäbische Alb;3;gering besiedelt
60;64;8;4;25;5010;124;Unterstadion;8,83;758;384;374;86;89619;9,690197;48,204552;L60;Schwäbische Alb;3;gering besiedelt
60;64;8;4;25;5010;125;Unterwachingen;2,6;202;104;98;78;89597;9,643433;48,203784;L60;Schwäbische Alb;3;gering besiedelt
40;44;8;4;26;;;Biberach;;;;;;;;;;;;
50;50;8;4;26;134;;Schemmerhofen;;;;;;;;;;;;
60;64;8;4;26;134;134;Schemmerhofen;50,17; 8 341; 4 185; 4 156;166;88433;9,789396;48,174914;L71;Württembergisches Allgäu Oberschwaben;3;gering besiedelt
50;56;8;4;26;5001;;GVV Bad Buchau;;;;;;;;;;;;
60;64;8;4;26;5001;5;Alleshausen;11,3;512;259;253;45;88422;9,621543;48,102679;L71;Württembergisches Allgäu Oberschwaben;3;gering besiedelt
60;64;8;4;26;5001;6;Allmannsweiler;4,1;303;163;140;74;88348;9,593584;48,028386;L71;Württembergisches Allgäu Oberschwaben;3;gering besiedelt
60;63;8;4;26;5001;13;Bad Buchau, Stadt;23,75; 4 196; 2 102; 2 094;177;88422;9,611773;48,063926;L71;Württembergisches Allgäu Oberschwaben;3;gering besiedelt
60;64;8;4;26;5001;20;Betzenweiler;9,68;759;386;373;78;88422;9,574404;48,117754;L71;Württembergisches Allgäu Oberschwaben;3;gering besiedelt
60;64;8;4;26;5001;36;Dürnau;7,28;430;222;208;59;88422;9,554803;48,060403;L71;Württembergisches Allgäu Oberschwaben;3;gering besiedelt
60;64;8;4;26;5001;64;Kanzach;11,14;494;237;257;44;88422;9,558743;48,07669;L71;Württembergisches Allgäu Oberschwaben;3;gering besiedelt
60;64;8;4;26;5001;78;Moosburg;1,85;206;102;104;111;88422;9,596849;48,088634;L71;Württembergisches Allgäu Oberschwaben;3;gering besiedelt
60;64;8;4;26;5001;90;Oggelshausen;13,11;935;467;468;71;88422;9,648628;48,070826;L71;Württembergisches Allgäu Oberschwaben;3;gering besiedelt
60;64;8;4;26;5001;109;Seekirch;5,77;296;155;141;51;88422;9,641357;48,106288;L71;Württembergisches Allgäu Oberschwaben;3;gering besiedelt
60;64;8;4;26;5001;118;Tiefenbach;6,94;500;247;253;72;88422;9,6525;48,089033;L71;Württembergisches Allgäu Oberschwaben;3;gering besiedelt
50;54;8;4;26;5002;;VVG der Stadt Bad Schussenried;;;;;;;;;;;;
60;63;8;4;26;5002;14;Bad Schussenried, Stadt;55,01; 8 668; 4 393; 4 275;158;88427;9,657495;48,004849;L71;Württembergisches Allgäu Oberschwaben;2;mittlere Besiedlungsdichte
60;64;8;4;26;5002;62;Ingoldingen;44,23; 2 926; 1 511; 1 415;66;88456;9,739688;48,025577;L71;Württembergisches Allgäu Oberschwaben;3;gering besiedelt
50;54;8;4;26;5003;;VVG der Stadt Biberach an der Riß;;;;;;;;;;;;
60;64;8;4;26;5003;11;Attenweiler;27,2; 1 910; 1 013;897;70;88448;9,698617;48,136819;L71;Württembergisches Allgäu Oberschwaben;3;gering besiedelt
60;67;8;4;26;5003;21;Biberach an der Riß, Stadt;72,15; 32 801; 16 131; 16 670;455;88400;9,79203;48,097465;L71;Württembergisches Allgäu Oberschwaben;2;mittlere Besiedlungsdichte
60;64;8;4;26;5003;38;Eberhardzell;59,72; 4 484; 2 327; 2 157;75;88436;9,824229;48,001249;L71;Württembergisches Allgäu Oberschwaben;3;gering besiedelt
60;64;8;4;26;5003;58;Hochdorf;23,77; 2 345; 1 187; 1 158;99;88454;9,787135;48,02488;L71;Württembergisches Allgäu Oberschwaben;3;gering besiedelt
60;64;8;4;26;5003;71;Maselheim;47,02; 4 517; 2 332; 2 185;96;88437;9,883935;48,13449;L71;Württembergisches Allgäu Oberschwaben;3;gering besiedelt
60;64;8;4;26;5003;74;Mittelbiberach;23,68; 4 424; 2 167; 2 257;187;88441;9,747188;48,087332;L71;Württembergisches Allgäu Oberschwaben;2;mittlere Besiedlungsdichte
60;64;8;4;26;5003;120;Ummendorf;20,65; 4 324; 2 174; 2 150;209;88444;9,831026;48,062058;L71;Württembergisches Allgäu Oberschwaben;3;gering besiedelt
